,userId,symbol,pnl,roe,createTimeStamp,updateTimeStamp,amount,date,timeInTrade
0,3981DE6572C193CB66D3FB022050B303,APEUSDT,-1221.11364,-0.429,1655356417.614,1655383223.707,4000.0,2022-06-16 15:40:23.707,26806.093
0,3981DE6572C193CB66D3FB022050B303,ADAUSDT,-1239.2646,-0.4167,1655356253.913,1655383223.715,60000.0,2022-06-16 15:40:23.715,26969.802
0,3981DE6572C193CB66D3FB022050B303,SOLUSDT,-1196.284797,-0.4151,1655361420.263,1655383238.257,900.0,2022-06-16 15:40:38.257,21817.994
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT_220624,-496.574386,-0.1785,1655386315.643,1655386447.668,50.0,2022-06-16 16:34:07.668,132.025
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,102.61700001,0.0328,1655388513.717,1655391126.42,3.0,2022-06-16 17:52:06.420,2612.703
0,3981DE6572C193CB66D3FB022050B303,ADAUSDT,351.8512,0.0906,1655388526.954,1655391126.431,80000.0,2022-06-16 17:52:06.431,2599.477
0,3981DE6572C193CB66D3FB022050B303,UNIUSDT,-523.2847,-0.1336,1655388051.932,1655391126.442,10000.0,2022-06-16 17:52:06.442,3074.51
0,3981DE6572C193CB66D3FB022050B303,ALGOUSDT,-531.8348,-0.2057,1655386977.594,1655391143.884,85000.0,2022-06-16 17:52:23.884,4166.29
0,3981DE6572C193CB66D3FB022050B303,SOLUSDT,-176.49999,-0.0388,1655387948.621,1655391143.894,1500.0,2022-06-16 17:52:23.894,3195.273
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT_220624,-911.15517,-0.1665,1655387932.749,1655391159.328,100.0,2022-06-16 17:52:39.328,3226.579
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT_220624,-52.15027738,-0.0116,1655391447.418,1655395591.49,-101.0,2022-06-16 19:06:31.490,4144.072
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,1946.24827492,0.4208,1655391529.675,1655412250.028,-4.5,2022-06-16 23:44:10.028,20720.353
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,-1004.1954577,-0.4786,1655441585.094,1655450578.296,-2.5,2022-06-17 10:22:58.296,8993.202
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT,668.3310384,0.1556,1655439547.154,1655470448.009,-40.0,2022-06-17 15:54:08.009,30900.855
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,2985.8717452,1.4469,1655454668.399,1655470448.017,-5.0,2022-06-17 15:54:08.017,15779.618
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,438.19922887,0.4288,1655470485.558,1655475933.465,-2.5,2022-06-17 17:25:33.465,5447.907
0,3981DE6572C193CB66D3FB022050B303,ADAUSDT,260.0,0.0567,1655564744.058,1655565655.758,100000.0,2022-06-18 18:20:55.758,911.7
0,3981DE6572C193CB66D3FB022050B303,DOGEUSDT,-351.3475,-0.1328,1655550940.595,1655565669.151,250000.0,2022-06-18 18:21:09.151,14728.556
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT_220624,-2033.426122,-1.0395,1655535548.492,1655572621.799,50.0,2022-06-18 20:17:01.799,37073.307
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT_220624,-1519.5833445,-0.7969,1655591934.161,1655607303.071,50.0,2022-06-19 05:55:03.071,15368.91
0,3981DE6572C193CB66D3FB022050B303,SOLUSDT,-701.60282208,-0.3569,1655592788.147,1655607303.104,646.0,2022-06-19 05:55:03.104,14514.957
0,3981DE6572C193CB66D3FB022050B303,BTCBUSD,621.18032135,0.6393,1655578820.425,1655642923.489,0.5,2022-06-19 15:48:43.489,64103.064
0,3981DE6572C193CB66D3FB022050B303,BTCBUSD,-88.16061483,-0.2835,1655630751.052,1655642923.497,-0.16,2022-06-19 15:48:43.497,12172.445
0,3981DE6572C193CB66D3FB022050B303,SOLUSDT,955.0,0.598,1655632740.218,1655642923.505,500.0,2022-06-19 15:48:43.505,10183.287
0,3981DE6572C193CB66D3FB022050B303,ADAUSDT,273.872,0.0603,1655591924.053,1655642941.619,50000.0,2022-06-19 15:49:01.619,51017.566
0,3981DE6572C193CB66D3FB022050B303,1000SHIBUSDT,-934.1403239,-0.511,1655655120.064,1655657338.258,4625602.0,2022-06-19 19:48:58.258,2218.194
0,3981DE6572C193CB66D3FB022050B303,SUSHIUSDT,-81.50100526,-0.0569,1655658238.817,1655658740.829,14654.0,2022-06-19 20:12:20.829,502.012
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,-1841.0417617,-1.8259,1655661299.658,1655665188.481,-2.5,2022-06-19 21:59:48.481,3888.823
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,2362.14689028,1.4657,1655535101.168,1655665294.5,4.0,2022-06-19 22:01:34.500,130193.332
0,3981DE6572C193CB66D3FB022050B303,BCHUSDT,-61.155896,-0.0126,1655655039.117,1655665325.775,400.0,2022-06-19 22:02:05.775,10286.658
0,3981DE6572C193CB66D3FB022050B303,SOLUSDT,-224.9199993,-0.0447,1655665227.096,1655665340.334,570.0,2022-06-19 22:02:20.334,113.238
0,3981DE6572C193CB66D3FB022050B303,AXSUSDT,-53.56,-0.0935,1655665256.33,1655665414.529,412.0,2022-06-19 22:03:34.529,158.199
0,3981DE6572C193CB66D3FB022050B303,UNIUSDT,57.6675594,0.0155,1655665273.865,1655665414.537,8885.0,2022-06-19 22:03:34.537,140.672
0,3981DE6572C193CB66D3FB022050B303,GMTUSDT,74.6488,0.0342,1655665232.192,1655665414.545,32456.0,2022-06-19 22:03:34.545,182.353
0,3981DE6572C193CB66D3FB022050B303,DOGEUSDT,-358.9344866,-0.0513,1655665216.023,1655665429.557,580340.0,2022-06-19 22:03:49.557,213.534
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,415.7225,0.2093,1655666128.028,1655666460.594,-5.0,2022-06-19 22:21:00.594,332.566
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT,883.61061,0.1618,1655665464.976,1655666474.09,-50.0,2022-06-19 22:21:14.090,1009.114
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,1434.66854007,0.1013,1655669081.937,1655679662.302,2.5,2022-06-20 02:01:02.302,10580.365
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT,-20.531934,-0.0036,1655676966.47,1655679662.31,-50.0,2022-06-20 02:01:02.310,2695.84
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT,-241.23562675,-0.0899,1655702905.533,1655704275.545,-25.0,2022-06-20 08:51:15.545,1370.012
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,-73.25,-0.0052,1655687445.198,1655706458.996,2.5,2022-06-20 09:27:38.996,19013.798
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT_220624,-58.8092665,-0.0142,1655704313.933,1655706459.003,50.0,2022-06-20 09:27:39.003,2145.07
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,-837.62063079,-0.1375,1655707010.204,1655712797.48,-3.0,2022-06-20 11:13:17.480,5787.276
0,3981DE6572C193CB66D3FB022050B303,SNXUSDT,-33.12160329,-0.0107,1655713853.153,1655713887.758,11205.1,2022-06-20 11:31:27.758,34.605
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,-1082.8464376,-0.2074,1655713967.561,1655717459.431,-2.5,2022-06-20 12:30:59.431,3491.87
0,3981DE6572C193CB66D3FB022050B303,SUSHIUSDT,-39.4050357,-0.0361,1655708057.643,1655720239.055,-10190.0,2022-06-20 13:17:19.055,12181.412
0,3981DE6572C193CB66D3FB022050B303,BTCUSDT,-143.0,-0.0139,1655720178.521,1655720239.064,-5.0,2022-06-20 13:17:19.064,60.543
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT,-4966.259385,-0.5869,1655706550.399,1655721420.8,-150.0,2022-06-20 13:37:00.800,14870.401
0,3981DE6572C193CB66D3FB022050B303,SNXUSDT,-1661.19312505,-0.5195,1655713904.91,1655721485.48,-11011.1,2022-06-20 13:38:05.480,7580.57
0,3981DE6572C193CB66D3FB022050B303,XRPUSDT,18.67889128,0.001,1655722193.935,1655723800.54,588126.3,2022-06-20 14:16:40.540,1606.605
0,3981DE6572C193CB66D3FB022050B303,DOTUSDT,-125.7548,-0.0316,1655356012.501,1655723817.943,5000.0,2022-06-20 14:16:57.943,367805.442
0,3981DE6572C193CB66D3FB022050B303,SOLUSDT,-795.45321492,-0.1286,1655722939.409,1655723917.694,1729.0,2022-06-20 14:18:37.694,978.285
0,3981DE6572C193CB66D3FB022050B303,GMTUSDT,792.91103955,0.0492,1655724429.243,1655727695.954,-200643.0,2022-06-20 15:21:35.954,3266.711
0,3981DE6572C193CB66D3FB022050B303,ETHUSDT,495.852282,0.0872,1655726535.268,1655727712.097,-50.0,2022-06-20 15:21:52.097,1176.829
0,3981DE6572C193CB66D3FB022050B303,SOLUSDT,1277.14136,0.1766,1655728294.235,1655735648.466,2000.0,2022-06-20 17:34:08.466,7354.231
0,3981DE6572C193CB66D3FB022050B303,ADAUSDT,143.5351329,0.0284,1655733765.676,1655737861.687,101106.0,2022-06-20 18:11:01.687,4096.011
0,3981DE6572C193CB66D3FB022050B303,DOTUSDT,-2.1021,-0.0005,1655728349.18,1655737878.663,5000.0,2022-06-20 18:11:18.663,9529.483
0,3981DE6572C193CB66D3FB022050B303,AAVEUSDT,-123.47753067,-0.2089,1655737541.209,1655737878.674,197.1,2022-06-20 18:11:18.674,337.465
0,3981DE6572C193CB66D3FB022050B303,AVAXUSDT,-119.6732748,-0.1016,1655737548.058,1655737878.682,680.0,2022-06-20 18:11:18.682,330.624
0,3981DE6572C193CB66D3FB022050B303,AXSUSDT,-275.87033658,-0.0943,1655737530.252,1655737895.193,2022.0,2022-06-20 18:11:35.193,364.941
0,3981DE6572C193CB66D3FB022050B303,SOLUSDT,-1360.8073293,-0.2956,1655737520.362,1655738623.208,1299.0,2022-06-20 18:23:43.208,1102.846
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,AVAXUSDT,-245.68832697,-0.0954,1645898495.917,1645909932.033,-307.0,2022-02-26 23:12:12.033,11436.116
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,1000SHIBUSDT,35.24872624,0.0017,1645863383.865,1645910920.38,-1615432.0,2022-02-26 23:28:40.380,47536.515
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,1000SHIBUSDT,396.9084384,0.0257,1645947239.007,1646382392.44,-1923006.0,2022-03-04 10:26:32.440,435153.433
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,AXSUSDT,2417.7990585,0.3181,1645862402.014,1646382392.553,-777.0,2022-03-04 10:26:32.553,519990.539
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,ATOMUSDT,1980.82524187,1.6385,1646408546.061,1646438797.114,-602.5,2022-03-05 02:06:37.114,30251.053
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,DOTUSDT,55.74208591,0.416,1647331584.397,1647340052.647,583.1,2022-03-15 12:27:32.647,8468.25
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,SOLUSDT,-125.51914368,-0.0509,1647354593.148,1647355435.526,-612.0,2022-03-15 16:43:55.526,842.378
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,ADAUSDT,-190.56733696,-0.0256,1647353129.722,1647355630.52,-93632.0,2022-03-15 16:47:10.520,2500.798
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,ADAUSDT,-133.39686244,-0.0149,1647355785.194,1647357607.696,-111836.0,2022-03-15 17:20:07.696,1822.502
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,EGLDUSDT,-514.91208835,-0.1166,1647390715.004,1647392702.894,-278.9,2022-03-16 03:05:02.894,1987.89
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,ETHUSDT,-45.0622401,-0.0223,1647395472.896,1647396175.651,-11.432,2022-03-16 04:02:55.651,702.755
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,MATICUSDT,824.6103512,0.2839,1650706721.496,1654946905.755,-21368.0,2022-06-11 14:28:25.755,4240184.259
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,BTCUSDT,5072.67012514,2.5609,1650700800.467,1655006887.045,-1.748,2022-06-12 07:08:07.045,4306086.578
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,GMTUSDT,12733.68590954,1.7594,1654934403.542,1655006887.301,-47039.0,2022-06-12 07:08:07.301,72483.759
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,ETHUSDT,23699.5613029,10.1257,1654934400.682,1655106062.438,-45.522,2022-06-13 10:41:02.438,171661.756
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,GMTUSDT,4386.70408341,0.6805,1655288055.964,1655356158.295,48787.0,2022-06-16 08:09:18.295,68102.331
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,ETHUSDT,-710.71156015,-0.098,1655507857.681,1655511663.673,-132.489,2022-06-18 03:21:03.673,3805.992
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,ETHUSDT,490.36938345,0.1499,1655536977.157,1655537930.163,32.649,2022-06-18 10:38:50.163,953.006
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,ETHUSDT,771.67202048,0.2186,1655540216.513,1655563452.152,35.386,2022-06-18 17:44:12.152,23235.639
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,GMTUSDT,2990.44319717,0.3158,1655605810.696,1655631990.321,75823.0,2022-06-19 12:46:30.321,26179.625
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,BTCUSDT,-70.43290937,-0.0145,1655707022.318,1655708725.827,-6.043,2022-06-20 10:05:25.827,1703.509
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,BTCUSDT,-453.80687436,-0.0955,1655712000.467,1655712556.806,-5.892,2022-06-20 11:09:16.806,556.339
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,BTCUSDT,-940.73422889,-0.2291,1655714535.1,1655717443.034,-4.933,2022-06-20 12:30:43.034,2907.934
0,17BDDA78CF7B77EC52B6ED6C6ED59FA0,BTCUSDT,-284.20859995,-0.1077,1655717904.294,1655736181.847,-3.81,2022-06-20 17:43:01.847,18277.553
0,8FE17CCE0A3EA996ED7D8B538419C826,RLCUSDT,11.64890092,1.3318,1652418013.656,1652713212.952,-215.4,2022-05-16 18:00:12.952,295199.296
0,8FE17CCE0A3EA996ED7D8B538419C826,ZRXUSDT,-27.04186425,-0.1059,1652457612.45,1652716813.878,-3207.6,2022-05-16 19:00:13.878,259201.428
0,8FE17CCE0A3EA996ED7D8B538419C826,NKNUSDT,40.5647927,0.6727,1652457612.412,1652716813.894,-13826.0,2022-05-16 19:00:13.894,259201.482
0,8FE17CCE0A3EA996ED7D8B538419C826,AKROUSDT,232.58268801,4.572,1652461211.583,1652720411.812,-304137.0,2022-05-16 20:00:11.812,259200.229
0,8FE17CCE0A3EA996ED7D8B538419C826,FILUSDT,82.01483799,2.2823,1652461211.513,1652720412.258,-109.2,2022-05-16 20:00:12.258,259200.745
0,8FE17CCE0A3EA996ED7D8B538419C826,ZILUSDT,22.40301295,0.7018,1652296639.173,1652720412.268,-6437.0,2022-05-16 20:00:12.268,423773.095
0,8FE17CCE0A3EA996ED7D8B538419C826,C98USDT,78.6261814,0.651,1652439612.98,1652720412.278,-2483.0,2022-05-16 20:00:12.278,280799.298
0,8FE17CCE0A3EA996ED7D8B538419C826,SOLBUSD,75.40869188,1.3798,1652684408.653,1652770802.498,19.0,2022-05-17 10:00:02.498,86393.845
0,8FE17CCE0A3EA996ED7D8B538419C826,SOLUSDT,75.2421394,0.0127,1652684408.715,1652770802.643,19.0,2022-05-17 10:00:02.643,86393.928
0,8FE17CCE0A3EA996ED7D8B538419C826,ADAUSDT,27.13223332,0.6603,1652688008.234,1652774411.35,1786.0,2022-05-17 11:00:11.350,86403.116
0,8FE17CCE0A3EA996ED7D8B538419C826,ADABUSD,27.28654289,0.2656,1652688008.29,1652774411.358,1787.0,2022-05-17 11:00:11.358,86403.068
0,8FE17CCE0A3EA996ED7D8B538419C826,1INCHUSDT,13.73622608,0.079,1652688008.262,1652774411.367,932.0,2022-05-17 11:00:11.367,86403.105
0,8FE17CCE0A3EA996ED7D8B538419C826,BALUSDT,-56.8501226,-0.602,1652691613.877,1652778006.752,108.3,2022-05-17 12:00:06.752,86392.875
0,8FE17CCE0A3EA996ED7D8B538419C826,NEARUSDT,14.23324707,0.1417,1652688008.316,1652778006.784,147.0,2022-05-17 12:00:06.784,89998.468
0,8FE17CCE0A3EA996ED7D8B538419C826,LITUSDT,94.2684,0.43,1652695213.37,1652781612.712,1848.4,2022-05-17 13:00:12.712,86399.342
0,8FE17CCE0A3EA996ED7D8B538419C826,XMRUSDT,9.2958866,0.2302,1652698812.453,1652785204.934,5.856,2022-05-17 14:00:04.934,86392.481
0,8FE17CCE0A3EA996ED7D8B538419C826,RLCUSDT,74.73724438,1.4273,1652713208.633,1652785205.038,1195.5,2022-05-17 14:00:05.038,71996.405
0,8FE17CCE0A3EA996ED7D8B538419C826,ONTUSDT,30.31278776,0.1491,1652695213.456,1652785205.11,3575.3,2022-05-17 14:00:05.110,89991.654
0,8FE17CCE0A3EA996ED7D8B538419C826,SNXUSDT,0.7176,0.0072,1652702411.452,1652788808.956,358.8,2022-05-17 15:00:08.956,86397.504
0,8FE17CCE0A3EA996ED7D8B538419C826,ROSEUSDT,-3.62524344,-0.0727,1652702411.515,1652788808.978,12558.0,2022-05-17 15:00:08.978,86397.463
0,8FE17CCE0A3EA996ED7D8B538419C826,ATAUSDT,68.53273089,1.2848,1652691613.906,1652792410.923,6549.0,2022-05-17 16:00:10.923,100797.017
0,8FE17CCE0A3EA996ED7D8B538419C826,SANDUSDT,58.7880046,0.0107,1652709610.164,1652796003.546,764.0,2022-05-17 17:00:03.546,86393.382
0,8FE17CCE0A3EA996ED7D8B538419C826,TRXUSDT,38.4917005,0.9273,1652266450.671,1652796003.579,14575.0,2022-05-17 17:00:03.579,529552.908
0,8FE17CCE0A3EA996ED7D8B538419C826,DARUSDT,155.38856661,2.6788,1652706010.694,1652799618.011,2386.6,2022-05-17 18:00:18.011,93607.317
0,8FE17CCE0A3EA996ED7D8B538419C826,ALPHAUSDT,36.355456,0.348,1652706010.768,1652799618.305,6784.0,2022-05-17 18:00:18.305,93607.537
0,8FE17CCE0A3EA996ED7D8B538419C826,REEFUSDT,41.08139426,0.7887,1652716814.532,1652803222.818,226706.0,2022-05-17 19:00:22.818,86408.286
0,8FE17CCE0A3EA996ED7D8B538419C826,EGLDUSDT,97.79,0.4446,1652716814.59,1652803222.833,11.0,2022-05-17 19:00:22.833,86408.243
0,8FE17CCE0A3EA996ED7D8B538419C826,HNTUSDT,-12.89729794,-0.2605,1652713209.246,1652803222.845,113.0,2022-05-17 19:00:22.845,90013.599
0,8FE17CCE0A3EA996ED7D8B538419C826,ZILUSDT,14.29321756,0.3611,1652720409.047,1652806806.895,7702.0,2022-05-17 20:00:06.895,86397.848
0,8FE17CCE0A3EA996ED7D8B538419C826,NEOUSDT,19.83164345,0.1377,1652724013.883,1652810409.2,67.84,2022-05-17 21:00:09.200,86395.317
0,8FE17CCE0A3EA996ED7D8B538419C826,STMXUSDT,-6.38298,-0.1839,1652724013.826,1652810409.218,70922.0,2022-05-17 21:00:09.218,86395.392
0,8FE17CCE0A3EA996ED7D8B538419C826,YFIUSDT,2.38275441,0.0018,1652684408.614,1652810409.241,0.071,2022-05-17 21:00:09.241,126000.627
0,8FE17CCE0A3EA996ED7D8B538419C826,CTKUSDT,1.832,0.0261,1652727611.48,1652814010.119,916.0,2022-05-17 22:00:10.119,86398.639
0,8FE17CCE0A3EA996ED7D8B538419C826,MASKUSDT,-12.184192,-0.3545,1652727611.45,1652814010.145,400.0,2022-05-17 22:00:10.145,86398.695
0,8FE17CCE0A3EA996ED7D8B538419C826,SKLUSDT,13.25786142,0.0928,1652731208.927,1652817611.706,8322.0,2022-05-17 23:00:11.706,86402.779
0,8FE17CCE0A3EA996ED7D8B538419C826,RSRUSDT,31.7220011,0.4463,1652713209.278,1652821206.515,153610.0,2022-05-18 00:00:06.515,107997.237
0,8FE17CCE0A3EA996ED7D8B538419C826,SFPUSDT,35.268709,0.2404,1652731208.958,1652821206.551,2044.0,2022-05-18 00:00:06.551,89997.593
0,8FE17CCE0A3EA996ED7D8B538419C826,BELUSDT,77.78379693,1.999,1652745611.355,1652832010.2,2279.0,2022-05-18 03:00:10.200,86398.845
0,8FE17CCE0A3EA996ED7D8B538419C826,ANTUSDT,60.00449524,1.5884,1652698812.487,1652832010.21,459.3,2022-05-18 03:00:10.210,133197.723
0,8FE17CCE0A3EA996ED7D8B538419C826,RUNEUSDT,-39.376,-0.0082,1652814009.645,1652900401.049,214.0,2022-05-18 22:00:01.049,86391.404
0,8FE17CCE0A3EA996ED7D8B538419C826,EGLDUSDT,-22.72,-0.1683,1652814009.671,1652900401.246,7.1,2022-05-18 22:00:01.246,86391.575
0,8FE17CCE0A3EA996ED7D8B538419C826,LTCUSDT,-6.99764422,-0.2602,1652731208.898,1652900401.411,9.962,2022-05-18 22:00:01.411,169192.513
0,8FE17CCE0A3EA996ED7D8B538419C826,ALGOUSDT,-28.93111194,-0.4401,1652745611.297,1652900401.489,1463.5,2022-05-18 22:00:01.489,154790.192
0,8FE17CCE0A3EA996ED7D8B538419C826,STORJUSDT,-42.09069312,-0.4594,1652846412.941,1652932811.649,864.0,2022-05-19 07:00:11.649,86398.708
0,8FE17CCE0A3EA996ED7D8B538419C826,HNTUSDT,-56.01200708,-2.542,1652882413.832,1652940104.934,58.0,2022-05-19 09:01:44.934,57691.102
0,8FE17CCE0A3EA996ED7D8B538419C826,DASHUSDT,-30.05380986,-0.1549,1652886014.539,1652940104.943,17.54,2022-05-19 09:01:44.943,54090.404
0,8FE17CCE0A3EA996ED7D8B538419C826,HOTUSDT,-13.54158524,-0.2743,1652889613.878,1652940104.951,394109.0,2022-05-19 09:01:44.951,50491.073
0,8FE17CCE0A3EA996ED7D8B538419C826,TRBUSDT,0.2557492,0.0051,1652896810.968,1652940104.959,52.4,2022-05-19 09:01:44.959,43293.991
0,8FE17CCE0A3EA996ED7D8B538419C826,AAVEUSDT,-54.58655289,-0.1103,1652896810.868,1652940104.968,59.6,2022-05-19 09:01:44.968,43294.1
0,8FE17CCE0A3EA996ED7D8B538419C826,KSMUSDT,-16.92999996,-0.3498,1652900409.019,1652940104.976,6.6,2022-05-19 09:01:44.976,39695.957
0,8FE17CCE0A3EA996ED7D8B538419C826,BALUSDT,-59.79929917,-0.6356,1652904007.85,1652940104.984,122.1,2022-05-19 09:01:44.984,36097.134
0,8FE17CCE0A3EA996ED7D8B538419C826,SFPUSDT,0.10655276,0.0011,1652922009.283,1652940124.424,1444.0,2022-05-19 09:02:04.424,18115.141
0,8FE17CCE0A3EA996ED7D8B538419C826,MASKUSDT,-2.5729983,-0.1031,1652922009.349,1652940124.432,305.0,2022-05-19 09:02:04.432,18115.083
